id,tag
1844,"MD"
1845,"VB"
1846,"IN"
1847,"DT"
1848,"NNS"
1849,"VBP"
1850,"NN"
1851,"NNS"
1852,"IN"
1853,"NNP"
1854,"JJ"
1855,"VBG"
1856,"$"
1857,"CD"
1858,"CD"
1859,"."
1860,"NNP"
1861,"NNP"
1862,"."
1863,"("
1864,"NNP"
1865,":"
1866,"NN"
1867,":"
1868,"NNP"
1869,")"
1870,"NN"
1871,":"
1872,"NN"
1873,"NN"
1874,"VBN"
1875,"NNP"
1876,"CD"
1877,","
1878,"CD"
1879,":"
1880,"NNS"
1881,":"
1882,"$"
1883,"CD"
1884,"CD"
1885,"JJ"
1886,"NN"
1887,"SYM"
1888,":"
1889,"$"
1890,"CD"
1891,"CD"
1892,":"
1893,"CC"
1894,"$"
1895,"CD"
1896,"DT"
1897,"NN"
1898,"JJ"
1899,"NN"
1900,","
1901,"NNP"
1902,"CD"
1903,","
1904,"CD"
1905,":"
1906,"JJ"
1907,"NNS"
1908,":"
1909,"$"
1910,"CD"
1911,"FW"
1912,"$"
1913,"CD"
1914,"JJ"
1915,"JJ"
1916,"NN"
1917,"NN"
1918,":"
1919,"CD"
1920,"NNS"
1921,"JJ"
1922,"NNS"
1923,"JJ"
1924,":"
1925,"CD"
1926,"CD"
1927,"O"
1928,"NNP"
1929,"NNPS"
1930,","
1931,"VBN"
1932,"IN"
1933,"JJ"
1934,"NNS"
1935,"IN"
1936,"PRP$"
1937,"JJ"
1938,"NN"
1939,","
1940,"VBD"
1941,"DT"
1942,"JJR"
1943,"JJ"
1944,"NN"
1945,"NN"
1946,"IN"
1947,"$"
1948,"CD"
1949,"CD"
1950,","
1951,"CC"
1952,"CD"
1953,"NNS"
1954,"DT"
1955,"NN"
1956,"."
1957,"JJ"
1958,"NN"
1959,","
1960,"NNP"
1961,"VBD"
1962,"DT"
1963,"NN"
1964,"NN"
1965,"IN"
1966,"$"
1967,"CD"
1968,"CD"
1969,","
1970,"CC"
1971,"CD"
1972,"NNS"
1973,"DT"
1974,"NN"
1975,"."
1976,"NN"
1977,"NN"
1978,"VBD"
1979,"CD"
1980,"NN"
1981,"TO"
1982,"$"
1983,"CD"
1984,"CD"
1985,"IN"
1986,"$"
1987,"CD"
1988,"CD"
1989,"DT"
1990,"NN"
1991,"RB"
1992,"."
1993,"DT"
1994,"NNP"
1995,","
1996,"NNP"
1997,","
1998,"NNS"
1999,"CC"
2000,"NN"
2001,"NN"
2002,"VBD"
2003,"NNS"
2004,"IN"
2005,"DT"
2006,"JJ"
2007,"NN"
2008,","
2009,"RB"
2010,"DT"
2011,"JJ"
2012,"NN"
2013,"RB"
2014,"IN"
2015,"DT"
2016,"NN"
2017,"IN"
2018,"DT"
2019,"NN"
2020,"NN"
2021,","
2022,"VBD"
2023,"RB"
2024,"VBN"
2025,"IN"
2026,"JJR"
2027,"NN"
2028,"NNS"
2029,"CC"
2030,"DT"
2031,"MD"
2032,"CD"
2033,"NN"
2034,"IN"
2035,"NNP"
2036,"NNPS"
2037,"NNP"
2038,"."
2039,"IN"
2040,"DT"
2041,"CD"
2042,"NNS"
2043,","
2044,"NNP"
2045,"VBD"
2046,"JJ"
2047,"NN"
2048,"IN"
2049,"$"
2050,"CD"
2051,"CD"
2052,","
2053,"CC"
2054,"$"
2055,"CD"
2056,"DT"
2057,"NN"
2058,","
2059,"RB"
2060,"CD"
2061,"NN"
2062,"IN"
2063,"$"
2064,"CD"
2065,"CD"
2066,"CC"
2067,"$"
2068,"CD"
2069,"DT"
2070,"NN"
2071,"DT"
2072,"NN"
2073,"RB"
2074,"."
2075,"NN"
2076,"VBD"
2077,"CD"
2078,"NN"
2079,"TO"
2080,"$"
2081,"CD"
2082,"CD"
2083,"IN"
2084,"$"
2085,"CD"
2086,"CD"
2087,"."
2088,"O"
2089,"NNP"
2090,"NNP"
2091,"NNP"
2092,","
2093,"VBG"
2094,"PRP$"
2095,"JJ"
2096,"NN"
2097,"IN"
2098,"JJ"
2099,"NN"
2100,"NNS"
2101,"VBP"
2102,","
2103,"VBD"
2104,"DT"
2105,"CD"
2106,"NN"
2107,"NN"
2108,"IN"
2109,"JJ"
2110,"JJ"
2111,"NN"
2112,"IN"
2113,"DT"
2114,"NN"
2115,"RB"
2116,"CC"
2117,"DT"
2118,"CD"
2119,"NN"
2120,"NN"
2121,"IN"
2122,"NN"
2123,"."
2124,"NN"
2125,"VBD"
2126,"$"
2127,"CD"
2128,"CD"
2129,","
2130,"CC"
2131,"CD"
2132,"NNS"
2133,"DT"
2134,"NN"
2135,","
2136,"RB"
2137,"IN"
2138,"$"
2139,"CD"
2140,"CD"
2141,","
2142,"CC"
2143,"CD"
2144,"NNS"
2145,"DT"
2146,"NN"
2147,"."
2148,"NN"
2149,"VBD"
2150,"$"
2151,"CD"
2152,"CD"
2153,","
2154,"RB"
2155,"IN"
2156,"$"
2157,"CD"
2158,"CD"
2159,"."
2160,"IN"
2161,"DT"
2162,"CD"
2163,"NNS"
2164,","
2165,"NN"
2166,"VBD"
2167,"$"
2168,"CD"
2169,"CD"
2170,","
2171,"CC"
2172,"CD"
2173,"NNS"
2174,"DT"
2175,"NN"
2176,","
2177,"RB"
2178,"CD"
2179,"NN"
2180,"IN"
2181,"$"
2182,"CD"
2183,"CD"
2184,","
2185,"CC"
2186,"CD"
2187,"NNS"
2188,"DT"
2189,"NN"
2190,","
2191,"DT"
2192,"NN"
2193,"RB"
2194,"."
2195,"NN"
2196,"VBD"
2197,"$"
2198,"CD"
2199,"CD"
2200,","
2201,"RB"
2202,"CD"
2203,"NN"
2204,"IN"
2205,"$"
2206,"CD"
2207,"CD"
2208,"."
2209,"NNP"
2210,"VBZ"
2211,"NNS"
2212,"WDT"
2213,"VBP"
2214,"IN"
2215,"IN"
2216,"TO"
2217,"$"
2218,"CD"
2219,"CD"
2220,"CC"
2221,"VBZ"
2222,"DT"
2223,"JJ"
2224,"NN"
2225,"IN"
2226,"JJR"
2227,"IN"
2228,"CD"
2229,"NNS"
2230,"CC"
2231,"CD"
2232,"NNS"
2233,"JJ"
2234,"."
2235,"IN"
2236,"DT"
2237,"JJ"
2238,"NN"
2239,","
2240,"PRP"
2241,"VBD"
2242,","
2243,"PRP"
2244,"VBD"
2245,"JJ"
2246,"JJ"
2247,"NNS"
2248,","
2249,"VBG"
2250,"DT"
2251,"JJ"
2252,"NN"
2253,"IN"
2254,"DT"
2255,"NNP"
2256,"NNP"
2257,"IN"
2258,"NNP"
2259,"VBN"
2260,"IN"
2261,"DT"
2262,"VBN"
2263,"$"
2264,"CD"
2265,"CD"
2266,"."
2267,"RB"
2268,"DT"
2269,"NN"
2270,","
2271,"NNP"
2272,"VBD"
2273,"DT"
2274,"NN"
2275,"TO"
2276,"VB"
2277,"JJ"
2278,"NN"
2279,"NNS"
2280,"IN"
2281,"NNP"
2282,"NNP"
2283,"NNP"
2284,"CC"
2285,"NNP"
2286,"NNP"
2287,"NNPS"
2288,"NNP"
2289,"IN"
2290,"VBG"
2291,"DT"
2292,"JJ"
2293,"NN"
2294,"IN"
2295,"NNS"
2296,"CC"
2297,"VBG"
2298,"JJ"
2299,"NN"
2300,"CC"
2301,"NN"
2302,"TO"
2303,"VB"
2304,"JJ"
2305,"NNS"
2306,"."
2307,"DT"
2308,"JJ"
2309,"NNS"
2310,"VBP"
2311,"NNS"
2312,"TO"
2313,"VB"
2314,"NNP"
2315,"NNS"
2316,"TO"
2317,"JJ"
2318,"NNS"
2319,"VBN"
2320,"IN"
2321,"JJ"
2322,"NNS"
2323,","
2324,"WDT"
2325,"``"
2326,"VBZ"
2327,"RP"
2328,"DT"
2329,"JJ"
2330,"NN"
2331,"IN"
2332,"PRP"
2333,","
2334,"''"
2335,"VBD"
2336,"NNP"
2337,"NNP"
2338,"NNP"
2339,","
2340,"NNP"
2341,"POS"
2342,"NN"
2343,","
2344,"NN"
2345,"CC"
2346,"JJ"
2347,"NN"
2348,"."
2349,"NNP"
2350,"RB"
2351,"RB"
2352,"VBD"
2353,"TO"
2354,"VB"
2355,"NNP"
2356,","
2357,"DT"
2358,"NN"
2359,"IN"
2360,"DT"
2361,"NN"
2362,"NN"
2363,"VBN"
2364,"NNP"
2365,"."
2366,"NNP"
2367,"VBZ"
2368,"CD"
2369,"IN"
2370,"CD"
2371,"CC"
2372,"CD"
2373,"NNS"
2374,"IN"
2375,"NNP"
2376,","
2377,"CC"
2378,"PRP"
2379,"VBZ"
2380,"RB"
2381,"VBN"
2382,"IN"
2383,"DT"
2384,"JJ"
2385,"NN"
2386,"IN"
2387,"PRP"
2388,"VBZ"
2389,"TO"
2390,"VB"
2391,"PRP$"
2392,"NN"
2393,"NNS"
2394,"."
2395,"RBS"
2396,"JJ"
2397,"NN"
2398,"NNS"
2399,"VBP"
2400,"RB"
2401,"TO"
2402,"VB"
2403,"DT"
2404,"NNP"
2405,"NN"
2406,","
2407,"NNP"
2408,"NNP"
2409,"VBD"
2410,","
2411,"VBG"
2412,"IN"
2413,"PRP"
2414,"VBP"
2415,"TO"
2416,"VB"
2417,"JJ"
2418,"NNS"
2419,"WDT"
2420,"VBP"
2421,"RP"
2422,"NNS"
2423,"."
2424,"``"
2425,"PRP"
2426,"VBP"
2427,"DT"
2428,"NN"
2429,"NN"
2430,":"
2431,"IN"
2432,"PRP"
2433,"VB"
2434,"RB"
2435,","
2436,"PRP"
2437,"MD"
2438,"RB"
2439,"VB"
2440,"RB"
2441,","
2442,"''"
2443,"PRP"
2444,"VBD"
2445,"."
2446,"``"
2447,"CC"
2448,"DT"
2449,"NN"
2450,"VBZ"
2451,"RB"
2452,"VB"
2453,"DT"
2454,"."
2455,"''"
2456,"NNP"
2457,"VBD"
2458,"IN"
2459,"JJ"
2460,"NN"
2461,"IN"
2462,"NNP"
2463,"IN"
2464,"$"
2465,"CD"
2466,"DT"
2467,"NN"
2468,","
2469,"RB"
2470,"CD"
2471,"NNS"
2472,"."
2473,"O"
2474,"JJ"
2475,"NNP"
2476,"CC"
2477,"NNP"
2478,"NNP"
2479,"VBZ"
2480,"VBN"
2481,"NNS"
2482,"IN"
2483,"DT"
2484,"IN"
2485,"PRP$"
2486,"NN"
2487,"NNS"
2488,","
2489,"IN"
2490,"JJ"
2491,"NNS"
2492,"VBG"
2493,"NNP"
2494,"NNP"
2495,","
2496,"CC"
2497,"VBZ"
2498,"VBN"
2499,"PRP"
2500,","
2501,"NNS"
2502,"JJ"
2503,"IN"
2504,"DT"
2505,"NN"
2506,"VBD"
2507,"."
2508,"NN"
2509,"NNS"
2510,"VBD"
2511,"NNP"
2512,"VBD"
2513,"NNP"
2514,"IN"
2515,"NNP"
2516,"IN"
2517,"VBG"
2518,"PRP$"
2519,"NNP"
2520,"NN"
2521,","
2522,"CC"
2523,"VBD"
2524,"VBN"
2525,"RP"
2526,"IN"
2527,"NNP"
2528,"NNP"
2529,"NNP"
2530,"."
2531,"RBR"
2532,"RB"
2533,","
2534,"NNP"
2535,"VBD"
2536,"IN"
2537,"CD"
2538,"IN"
2539,"NNP"
2540,"POS"
2541,"JJR"
2542,"NNS"
2543,"NNS"
2544,":"
2545,"VBN"
2546,"IN"
2547,"DT"
2548,"NNP"
2549,"JJ"
2550,"NNS"
2551,"NN"
2552,"IN"
2553,"JJ"
2554,"NN"
2555,"NNS"
2556,":"
2557,"CC"
2558,"RB"
2559,"VBD"
2560,"VBN"
2561,","
2562,"PRP"
2563,"VBD"
2564,"."
2565,"NNP"
2566,"POS"
2567,"NN"
2568,"CC"
2569,"JJ"
2570,"NN"
2571,"NN"
2572,","
2573,"NNP"
2574,"NNP"
2575,"NNP"
2576,","
2577,"VBD"
2578,"DT"
2579,"NNS"
2580,"IN"
2581,"NNS"
2582,"TO"
2583,"NNP"
2584,"NNP"
2585,"IN"
2586,"NNP"
2587,","
2588,"DT"
2589,"NNS"
2590,"VBD"
2591,"."
2592,"DT"
2593,"NNP"
2594,"NN"
2595,"VBD"
2596,"TO"
2597,"VB"
2598,"IN"
2599,"NNP"
2600,"."
2601,"CC"
2602,"DT"
2603,"NN"
2604,"VBD"
2605,"IN"
2606,"NNP"
2607,"VBZ"
2608,"VBN"
2609,"JJ"
2610,"NNS"
2611,"IN"
2612,"NNS"
2613,"VBN"
2614,"IN"
2615,"VBG"
2616,"PRP$"
2617,"NNP"
2618,"CC"
2619,"NNP"
2620,"NNS"
2621,"."
2622,"PRP"
2623,"VBD"
2624,","
2625,"``"
2626,"PRP"
2627,"VBP"
2628,"DT"
2629,"NN"
2630,"IN"
2631,"VBG"
2632,"CC"
2633,"NN"
2634,"."
2635,"''"
2636,"NNP"
2637,"VBD"
2638,"NN"
2639,"."
2640,"DT"
2641,"NNS"
2642,"VBP"
2643,"IN"
2644,"NNP"
2645,"VBZ"
2646,"VBG"
2647,"IN"
2648,"DT"
2649,"RBS"
2650,"JJ"
2651,"NN"
2652,"IN"
2653,"PRP$"
2654,"JJ"
2655,"NN"
2656,"."
2657,"NN"
2658,"NN"
2659,"VBZ"
2660,"VBN"
2661,"JJ"
2662,","
2663,"PRP$"
2664,"NN"
2665,"NN"
2666,"VBZ"
2667,"IN"
2668,"DT"
2669,"NN"
2670,","
2671,"CC"
2672,"PRP$"
2673,"JJS"
2674,"NN"
2675,","
2676,"NNP"
2677,"NNP"
2678,"NNP"
2679,","
2680,"VBZ"
2681,"VBD"
2682,"PRP"
2683,"VBZ"
2684,"VBN"
2685,"VBN"
2686,"IN"
2687,"JJ"
2688,"NNS"
2689,"VBG"
2690,"DT"
2691,"JJ"
2692,"NN"
2693,"."
2694,"NNS"
2695,"VBP"
2696,"RB"
2697,"VBN"
2698,"PRP$"
2699,"NNS"
2700,"NNS"
2701,"IN"
2702,"DT"
2703,"NN"
2704,","
2705,"CC"
2706,"PRP$"
2707,"NN"
2708,","
2709,"IN"
2710,"JJS"
2711,"IN"
2712,"DT"
2713,"JJ"
2714,"NN"
2715,","
2716,"VBZ"
2717,"JJ"
2718,"."
2719,"IN"
2720,"DT"
2721,"NN"
2722,"IN"
2723,"DT"
2724,"JJ"
2725,"NN"
2726,","
2727,"NNP"
2728,"VBZ"
2729,"VBG"
2730,"TO"
2731,"VB"
2732,"RP"
2733,"PRP$"
2734,"NN"
2735,"NNS"
2736,"."
2737,"PRP"
2738,"VBD"
2739,"DT"
2740,"JJ"
2741,"JJ"
2742,"NN"
2743,"NN"
2744,","
2745,"JJ"
2746,"NNP"
2747,"NNP"
2748,"NN"
2749,"NNP"
2750,"NNP"
2751,"."
2752,"PRP"
2753,"VBD"
2754,"DT"
2755,"NN"
2756,"IN"
2757,"NNP"
2758,"NNP"
2759,","
2760,"NN"
2761,"IN"
2762,"NNP"
2763,"POS"
2764,"NNP"
2765,"NNP"
2766,"NNP"
2767,"NN"
2768,","
2769,"TO"
2770,"VB"
2771,"DT"
2772,"NN"
2773,"NN"
2774,"IN"
2775,"DT"
2776,"CC"
2777,"NN"
2778,"IN"
2779,"NNP"
2780,"."
2781,"CC"
2782,"JJ"
2783,"NN"
2784,","
2785,"NNS"
2786,"JJ"
2787,"TO"
2788,"NNP"
2789,"VBD"
2790,"NNP"
2791,"NNP"
2792,"CC"
2793,"PRP$"
2794,"NN"
2795,","
2796,"NNP"
2797,","
2798,"MD"
2799,"VB"
2800,"DT"
2801,"NN"
2802,"IN"
2803,"DT"
2804,"JJ"
2805,"NN"
2806,"VBD"
2807,"."
2808,"CC"
2809,"NNP"
2810,"POS"
2811,"NNS"
2812,"VBP"
2813,"RB"
2814,"VBN"
2815,"RP"
2816,"NN"
2817,"IN"
2818,"NNS"
2819,"VBN"
2820,"IN"
2821,"VBG"
2822,"RP"
2823,"NNS"
2824,"IN"
2825,"PRP$"
2826,"NN"
2827,"NNS"
2828,"."
2829,"IN"
2830,"NNP"
2831,"POS"
2832,"JJ"
2833,"NN"
2834,"NNS"
2835,":"
2836,"NNP"
2837,"NNP"
2838,"CC"
2839,"NNP"
2840,"CC"
2841,"NNP"
2842,"NNP"
2843,":"
2844,"MD"
2845,"VB"
2846,"JJ"
2847,"IN"
2848,"DT"
2849,"NN"
2850,"NN"
2851,"TO"
2852,"VB"
2853,"RB"
2854,"IN"
2855,"JJ"
2856,"NN"
2857,"NNS"
2858,","
2859,"PRP$"
2860,"JJR"
2861,"NNS"
2862,"VBP"
2863,"RB"
2864,"JJ"
2865,"."
2866,"NNP"
2867,","
2868,"IN"
2869,"NN"
2870,","
2871,"VBZ"
2872,"VBD"
2873,"JJ"
2874,"NNS"
2875,"IN"
2876,"PRP$"
2877,"NNP"
2878,"NNP"
2879,"NN"
2880,","
2881,"CC"
2882,"VBZ"
2883,"JJ"
2884,"NNS"
2885,"IN"
2886,"JJ"
2887,"NNS"
2888,"IN"
2889,"DT"
2890,"NN"
2891,","
2892,"VBG"
2893,"NNP"
2894,"CC"
2895,"NNP"
2896,"."
2897,"DT"
2898,"MD"
2899,"MD"
2900,"VB"
2901,"PRP"
2902,"JJ"
2903,"TO"
2904,"DT"
2905,"NN"
2906,"JJ"
2907,"RB"
2908,"NNP"
2909,"IN"
2910,"RB"
2911,"VBZ"
2912,"DT"
2913,"JJ"
2914,"NNP"
2915,"NNP"
2916,"NN"
2917,"."
2918,"("
2919,"IN"
2920,"EX"
2921,"MD"
2922,"VB"
2923,"DT"
2924,"NN"
2925,"NNS"
2926,","
2927,"PRP"
2928,"MD"
2929,"RB"
2930,"VB"
2931,"RB"
2932,"RB"
2933,"JJ"
2934,"IN"
2935,"IN"
2936,"NNP"
2937,"POS"
2938,"JJ"
2939,"NNS"
2940,"."
2941,")"
2942,"NNP"
2943,"RB"
2944,"MD"
2945,"VB"
2946,"DT"
2947,"JJ"
2948,"NN"
2949,"TO"
2950,"DT"
2951,"NN"
2952,"NN"
2953,":"
2954,"PRP"
2955,"VBZ"
2956,"NNS"
2957,"IN"
2958,"IN"
2959,"$"
2960,"CD"
2961,"CD"
2962,"CC"
2963,"JJ"
2964,"NNS"
2965,"VBG"
2966,"NNP"
2967,"NNPS"
2968,","
2969,"NNP"
2970,"CC"
2971,"NNP"
2972,"NNPS"
2973,"."
2974,"NNP"
2975,","
2976,"RB"
2977,","
2978,"VBZ"
2979,"VBN"
2980,"RB"
2981,","
2982,"CC"
2983,"RB"
2984,"VBZ"
2985,"IN"
2986,"DT"
2987,"JJ"
2988,"NNP"
2989,"JJ"
2990,"NNS"
2991,"NN"
2992,","
2993,"VBG"
2994,"TO"
2995,"NNP"
2996,"NNP"
2997,"IN"
2998,"NNP"
2999,"NNPS"
3000,"NNPS"
3001,"."
3002,"PRP"
3003,"MD"
3004,"VB"
3005,"JJ"
3006,"TO"
3007,"DT"
3008,"NN"
3009,"JJ"
3010,"IN"
3011,"NNP"
3012,","
3013,"CD"
3014,"IN"
3015,"DT"
3016,"JJ"
3017,"JJ"
3018,"NN"
3019,"NNS"
3020,"IN"
3021,"DT"
3022,"JJ"
3023,"NN"
3024,"NNS"
3025,"NN"
3026,"IN"
3027,"PRP$"
3028,"JJ"
3029,"."
3030,"JJ"
3031,"NNP"
3032,"NNS"
3033,"VBP"
3034,"NN"
3035,"NN"
3036,"NNP"
3037,"CC"
3038,"NNP"
3039,","
3040,"WDT"
3041,"VBZ"
3042,"DT"
3043,"NNP"
3044,"NN"
3045,"CC"
3046,"WDT"
3047,"VBZ"
3048,"VBN"
3049,"VBG"
3050,"TO"
3051,"VB"
3052,"PRP"
3053,"RB"
3054,":"
3055,"CC"
3056,"NNP"
3057,"NNP"
3058,","
3059,"DT"
3060,"NNS"
3061,"CC"
3062,"NN"
3063,"NN"
3064,"NN"
3065,"."
3066,"IN"
3067,"NNP"
3068,"POS"
3069,"JJ"
3070,"NN"
3071,"IN"
3072,"VBG"
3073,"PRP$"
3074,"NN"
3075,"NNS"
3076,","
3077,"NNP"
3078,"NNS"
3079,"VBP"
3080,"DT"
3081,"NN"
3082,"MD"
3083,"RB"
3084,"VB"
3085,"DT"
3086,"IN"
3087,"DT"
3088,"JJR"
3089,"NNS"
3090,"."
3091,"NNP"
3092,"NNP"
3093,","
3094,"IN"
3095,"DT"
3096,"JJ"
3097,"NN"
3098,","
3099,"VBD"
3100,"PRP"
3101,"MD"
3102,"VB"
3103,"``"
3104,"DT"
3105,"JJ"
3106,"NN"
3107,"CC"
3108,"NN"
3109,"."
3110,"''"
3111,"NNS"
3112,"VBP"
3113,"PRP"
3114,"MD"
3115,"RB"
3116,"VB"
3117,"IN"
3118,"DT"
3119,"IN"
3120,"DT"
3121,"JJ"
3122,"NNS"
3123,"."
3124,"NNP"
3125,"POS"
3126,"JJ"
3127,"CD"
3128,"NNP"
3129,"NNP"
3130,"NNP"
3131,"IN"
3132,"NNP"
3133,"VBD"
3134,"PRP"
3135,"VBD"
3136,"CD"
3137,"NNS"
3138,"TO"
3139,"VB"
3140,"PRP$"
3141,"$"
3142,"CD"
3143,"CD"
3144,"TO"
3145,"$"
3146,"CD"
3147,"CD"
3148,"NN"
3149,"."
3150,"IN"
3151,"NN"
3152,"TO"
3153,"NNP"
3154,"NNP"
3155,"NNP"
3156,","
3157,"DT"
3158,"NNP"
3159,"NN"
3160,"WDT"
3161,"VBZ"
3162,"VBN"
3163,"DT"
3164,"NN"
3165,"IN"
3166,"CD"
3167,","
3168,"DT"
3169,"JJ"
3170,"NNS"
3171,"VBP"
3172,"NNP"
3173,"NNP"
3174,","
3175,"DT"
3176,"NN"
3177,"IN"
3178,"DT"
3179,"NNP"
3180,"NNP"
3181,":"
3182,"NNP"
3183,"NNP"
3184,":"
3185,"CC"
3186,"NNP"
3187,"NNP"
3188,"POS"
3189,"NNP"
3190,","
3191,"NNP"
3192,","
3193,"NNP"
3194,"NN"
3195,"."
3196,"DT"
3197,"NNS"
3198,"VBP"
3199,"NNP"
3200,"JJ"
3201,"."
3202,"DT"
3203,"NN"
3204,"IN"
3205,"DT"
3206,"NN"
3207,"CC"
3208,"JJ"
3209,"NNS"
3210,"NN"
3211,","
3212,"VBN"
3213,"IN"
3214,"NNP"
3215,","
3216,"NNP"
3217,","
3218,"VBD"
3219,"PRP"
3220,"VBZ"
3221,"TO"
3222,"VB"
3223,"DT"
3224,"NN"
3225,"IN"
3226,"CD"
3227,"TO"
3228,"CD"
3229,"NNS"
3230,"."
3231,"NNP"
3232,"VBZ"
3233,"RB"
3234,"DT"
3235,"NNP"
3236,"NNP"
3237,"NNP"
3238,","
3239,"IN"
3240,"DT"
3241,"NN"
3242,"IN"
3243,"NNP"
3244,"CC"
3245,"NNP"
3246,"POS"
3247,"NN"
3248,"IN"
3249,"NNS"
3250,"IN"
3251,"PRP"
3252,"VBD"
3253,"JJ"
3254,"NNS"
3255,"TO"
3256,"VB"
3257,"DT"
3258,"NN"
3259,"IN"
3260,"CD"
3261,","
3262,"VBD"
3263,"DT"
3264,"JJ"
3265,"NN"
3266,"VBG"
3267,"DT"
3268,"NN"
3269,"IN"
3270,"DT"
3271,"JJ"
3272,"NN"
3273,"."
3274,"DT"
3275,"NN"
3276,"VBZ"
3277,"TO"
3278,"VB"
3279,"DT"
3280,"NN"
3281,"NN"
3282,"RB"
3283,"RB"
3284,"IN"
3285,"RB"
3286,"IN"
3287,"DT"
3288,"NN"
3289,","
3290,"WDT"
3291,"VBD"
3292,"JJ"
3293,"TO"
3294,"DT"
3295,"NNS"
3296,"."
3297,"IN"
3298,"JJ"
3299,"NNS"
3300,","
3301,"DT"
3302,"NN"
3303,"VBZ"
3304,"IN"
3305,"NNP"
3306,"CC"
3307,"NNP"
3308,"VBD"
3309,"JJ"
3310,"NNS"
3311,"IN"
3312,"DT"
3313,"NN"
3314,"MD"
3315,"RB"
3316,"VB"
3317,"DT"
3318,"NN"
3319,"WDT"
3320,"MD"
3321,"``"
3322,"VB"
3323,"DT"
3324,"NN"
3325,"IN"
3326,"NNP"
3327,"CC"
3328,"DT"
3329,"NNP"
3330,"NNP"
3331,"NNP"
3332,"."
3333,"''"
3334,"PRP"
3335,"RB"
3336,"VBZ"
3337,"IN"
3338,"NNP"
3339,"CC"
3340,"NNP"
3341,"RB"
3342,"VBD"
3343,"DT"
3344,"NN"
3345,"NN"
3346,"IN"
3347,"PRP$"
3348,"NN"
3349,"IN"
3350,"NNP"
3351,"NNPS"
3352,","
3353,"DT"
3354,"JJ"
3355,"NN"
3356,"VBN"
3357,"IN"
3358,"DT"
3359,"NN"
3360,"."
3361,"DT"
3362,"NNP"
3363,"NN"
3364,"VBZ"
3365,"NNP"
3366,"NNPS"
3367,"VBD"
3368,"DT"
3369,"NN"
3370,"VBN"
3371,"TO"
3372,"VB"
3373,"NNS"
3374,"TO"
3375,"DT"
3376,"NN"
3377,"IN"
3378,"NN"
3379,"."
3380,"DT"
3381,"NN"
3382,"RB"
3383,"VBZ"
3384,"DT"
3385,"NN"
3386,"IN"
3387,"DT"
3388,"NN"
3389,"IN"
3390,"PRP$"
3391,"NN"
3392,"NNP"
3393,"IN"
3394,"PRP"
3395,"MD"
3396,"RB"
3397,"RB"
3398,"VB"
3399,"DT"
3400,"$"
3401,"CD"
3402,"CD"
3403,"TO"
3404,"$"
3405,"CD"
3406,"CD"
3407,"NN"
3408,"."
3409,"DT"
3410,"NN"
3411,"VBD"
3412,"NN"
3413,","
3414,"CC"
3415,"VBD"
3416,"PRP"
3417,"MD"
3418,"VB"
3419,"NN"
3420,"IN"
3421,"DT"
3422,"JJ"
3423,"NN"
3424,"VBZ"
3425,"VBN"
3426,"."
3427,"NN"
3428,"NNS"
3429,":"
3430,"."
3431,"JJ"
3432,"NN"
3433,":"
3434,"NNP"
3435,"NNP"
3436,"NNP"
3437,"NNP"
3438,","
3439,"NNP"
3440,","
3441,"NNP"
3442,","
3443,"VBD"
3444,"PRP$"
3445,"VBN"
3446,"$"
3447,"CD"
3448,"CD"
3449,"TO"
3450,"$"
3451,"CD"
3452,"CD"
3453,"NN"
3454,"TO"
3455,"NNP"
3456,","
3457,"NNP"
3458,"NNP"
3459,"."
3460,"RB"
3461,"VBG"
3462,"IN"
3463,"DT"
3464,"NNS"
3465,"VBD"
3466,"NNP"
3467,"NNP"
3468,"NN"
3469,"NNP"
3470,"NNP"
3471,"NNP"
3472,"."
3473,"NNP"
3474,"NNP"
3475,"POS"
3476,"JJ"
3477,"NN"
3478,","
3479,"NN"
3480,","
3481,"VBD"
3482,"RB"
3483,"VB"
3484,"."
3485,"NNP"
3486,"VBZ"
3487,":"
3488,"NNP"
3489,"NNP"
3490,"NNP"
3491,"POS"
3492,"NN"
3493,"CC"
3494,"JJ"
3495,"NN"
3496,"NN"
3497,","
3498,"NNP"
3499,"NNP"
3500,"NNP"
3501,","
3502,"VBD"
3503,"DT"
3504,"NN"
3505,"VBZ"
3506,"VBG"
3507,"``"
3508,"NNS"
3509,"''"
3510,"IN"
3511,"VBG"
3512,"NNP"
3513,"NNP"
3514,"NNP"
3515,"CC"
3516,"NNP"
3517,","
3518,"DT"
3519,"JJ"
3520,"NNP"
3521,"NN"
3522,","
3523,"CC"
3524,"DT"
3525,"NN"
3526,"VBZ"
3527,"RB"
3528,"RB"
3529,"JJ"
3530,"TO"
3531,"VBG"
3532,"VBN"
3533,"."
3534,"WP"
3535,"VBZ"
3536,"NN"
3537,":"
3538,"NNP"
3539,"NNP"
3540,","
3541,"CD"
3542,","
3543,"JJ"
3544,"NN"
3545,"CC"
3546,"JJ"
3547,"NN"
3548,"IN"
3549,"NNP"
3550,"NNP"
3551,"NNP"
3552,"POS"
3553,"NNP"
3554,"NN"
3555,","
3556,"VBD"
3557,"VBN"
3558,"NN"
3559,"NN"
3560,"CC"
3561,"NN"
3562,"IN"
3563,"NN"
3564,"NNS"
3565,"IN"
3566,"NNP"
3567,"NNP"
3568,"POS"
3569,"NNP"
3570,"NNP"
3571,"NNP"
3572,"NN"
